"customer_id","review_id","product_id","product_parent","product_title","product_category","star_rating","helpful_votes","total_votes","verified_purchase","review_headline","review_body","review_date","marketplace","year"
"41881349","R1ZF9GJGGWX4IG","B00C8S9W0G","311878254","Written in My Own Heart's Blood: A Novel (Outlander, Book 8)","Digital_Ebook_Purchase","5","1","1","Y","A real treat for Outlander fans","Fans of the Outlander series need no excuse to gobble up this next episode! Full of all the beloved characters of Jamie and Claire expanding family, this book satisfies the desire to get lost in the story. Packed full of historical details, the book makes fact-based characters sing along to the wonderful Outlander tune.","2015-08-31","US","2015"
"27836242","RJF59OB7O85K8","B00LTMIHVW","324449729","Under the Skin","Digital_Video_Download","4","0","1","Y","OK; worth watching","A bit slow, but interesting. Good if you're in the mood for something different.","2015-08-31","US","2015"
"19788607","R14ZLSIXCC50N8","B00E8KLWB4","488246640","The Secret Society® - Hidden Mystery","Mobile_Apps","5","0","0","Y","love it","I play this game almost daily, it's a lot of fun!!!","2015-08-31","US","2015"
"52166791","R1F5N4ZB52RKIX","B00I8H7APK","387216150","About Time","Digital_Video_Download","4","1","1","Y","A feel good movie that leave you with a great outlook on life.","A warm , sweet, inspiring story.","2015-08-31","US","2015"
"24429456","R1IM1QY63FFIZ5","B000PC0SPU","396856567","A Whole New Mind: Why Right-Brainers Will Rule the Future","Digital_Ebook_Purchase","4","1","1","Y","Probably one of the most informative reads I've read in ...","Probably one of the most informative reads I've read in quite a while.  The trends noted therein have become more relevant with each passing year.","2015-08-31","US","2015"
"35800640","R2PNYNV685S376","B00008G9JN","194313454","Songs From The Wood","Music","5","0","0","Y","Five Stars","Great old album.","2015-08-31","US","2015"
"20637854","R2B9L0S85TRHY8","B011KKE5OK","718553378","Ex Machina","Digital_Video_Download","4","1","1","Y","AI and humanity....","visual effects were great. the topic of artificial intelligence becoming self aware and a genius developer 'evolving' the models is quite interesting. There are a few kinks in the story line but thats a problem with most films, isn't it. I did enjoy it and as SCIFI fan can recommend it wholeheartedly.","2015-08-31","US","2015"
"14347484","R30DJ1ZL73BL89","B00T3DNKIE","652741483","Go Set a Watchman: A Novel","Digital_Ebook_Purchase","4","0","1","Y","Great book!","A fitting sequel to her first classic.  Hard hitting, made me question what I thought I believed.  Great book!","2015-08-31","US","2015"
"44597454","R16N0EXHGL1PTN","0062409859","652741483","Go Set a Watchman: A Novel","Books","2","2","2","Y","Two Stars","Not a good read and really not what I expected.","2015-08-31","US","2015"
"52186629","R3MRD7UBAIMPOK","B007V693YK","929969420","Songsterr Guitar Tabs & Chords","Mobile_Apps","5","0","0","Y","Great for Beginners","Very helpful when learning.","2015-08-31","US","2015"
"35918482","R2AE6PLO3SBOLJ","B00701L5XS","102188073","Knots 3D","Mobile_Apps","5","0","0","Y","Best knot app!!  If you need to tie knots get this app.","This 3D app makes it extremely easy to see which end of the rope your working with which is the most difficult thing to visualize when tying knots.  There are also more knots in this app then you will probably ever use.  GREAT APP!!!","2015-08-31","US","2015"
"2714679","R31A0RHTSM4OIH","B004GJDQT8","36653526","Amazon Underground","Mobile_Apps","1","0","0","Y","No download link appears.","No download link for apps, and say update amazon underground every time.","2015-08-31","US","2015"
"52952484","R2N7ZVCJN19L2M","B00N35P5MW","993977887","Montezuma Puzzle 3 Premium","Mobile_Apps","4","0","0","Y","Montezuma","Nice app.  Can be challenging.","2015-08-31","US","2015"
"5524655","R1PG295RD3TLL","B00FE5N09Y","802053204","How I Met Your Mother: The Complete Series","Video DVD","5","0","2","Y","Five Stars","I love watching","2015-08-31","US","2015"
"52795389","R2R0WFTIFF6F40","B0063IH60K","414486782","Solitaire","Mobile_Apps","5","0","0","Y","My favorite app","I've been playing this version of Solitaire for several years. DEFINITELY my most-played game !!","2015-08-31","US","2015"
"33402015","RGUL3TYXYWOFH","B0064MPXFA","241785351","The Good Wife, Season 1","Digital_Video_Download","4","0","0","Y","Four Stars","I like it","2015-08-31","US","2015"
"29020555","R851PB5YZJ25D","0385486804","674569455","Into the Wild","Books","4","0","0","Y","Pretty interesting read about his thoughts on life and how ...","Different view on life is what Chris had.  Pretty interesting read about his thoughts on life and how he wanted to live.","2015-08-31","US","2015"
"40180990","R38H7H7AVSWTLY","B000JMKTLO","387357199","Sharp Objects: A Novel","Digital_Ebook_Purchase","4","0","0","N","Not the trifecta.","My least favorite of the three, but ironically the highest priced for the shortest length, and I feel cheated.<br /><br />Good story, but I knew the DX way before...well, no spoilers. And the conclusion was fairly transparent.  Still, I didn't put it down once I started so that says something.<br /><br />That's three Flynn books in 48-hours. Love her. Can't wait for more.","2015-08-31","US","2015"
"23501502","R124TWX163862H","B00IORP664","529216281","A Man Called Ove","Digital_Ebook_Purchase","5","0","0","Y","Awesome read.","A heartwarming book. It will make you laugh out loud one moment and cry the next. Awesome read.","2015-08-31","US","2015"
"47470004","R3JM5N0NHG2UMP","B006GLLXXK","630304580","True Blood: Season 1","Digital_Video_Download","1","0","0","Y","One Star","Absurd show!","2015-08-31","US","2015"
"43303533","R10L4K39032JNH","B00NEQRNVG","434155226","Captivated By You (Crossfire, Book 4)","Digital_Ebook_Purchase","5","0","0","Y","On the edge again!!!","This book is just as awesome as the 3 previous ones kept me on the edge of my seat read it all in a little over a day!! HIGHLY recommend this book  You will not be sorry!!!","2015-08-31","US","2015"
"45099563","R21UJYAC0OFVC9","B003DS9ECQ","971526666","Space Jam","Digital_Video_Download","5","0","1","Y","Five Stars","Best movie ever! Lol","2015-08-31","US","2015"
"22990056","R3R9SKOC5R770H","B0094LNSYG","780632864","Blade Runner: The Final Cut","Digital_Video_Download","5","0","0","Y","Five Stars","Great!","2015-08-31","US","2015"
"14304999","R208E23QN12HBE","B0007YXTP2","893585113","Playtex Women's 18-Hour Ultimate Lift And Support Wire-Free Bra","Apparel","3","0","0","Y","Three Stars","It doesn't last 18 hours for comfort but it does lift well.","2015-08-31","US","2015"
"40683364","R173DSTZA6VNWT","1512328677","781565906","The Little Prince: [Illustrated Edition]","Books","5","0","0","Y","What can you say about a Classic book?","The book is a Classic.  I'm in the process of reading it now.  I've wanted to get a copy ever since I heard about it in the 70s.","2015-08-31","US","2015"
"42982739","R2F62E90TCE504","B00SH00N3Y","647130552","Lucy","Digital_Video_Download","3","0","0","Y","Three Stars","meh","2015-08-31","US","2015"
"18165139","R44SDUKSOARTC","B009ZXT4BY","634768556","Survivalcraft Demo","Mobile_Apps","5","0","0","Y","worsy thi gy every","I love this game I litterly elves love love love it and its spool Coll. this is my fight sing. take back my life song","2015-08-31","US","2015"
"42090391","R1OLQX4WUITQQU","B00W6XM002","852949636","Candy Crush Soda Saga","Mobile_Apps","5","1","1","Y","Five Stars","Love playing this game","2015-08-31","US","2015"
"27933029","R3CL496IGCU8WZ","B00CRQV1TY","968604149","Wrote a Song for Everyone","Digital_Music_Purchase","5","0","0","Y","Five Stars","Love John Forgerty! Great music!","2015-08-31","US","2015"
"52160337","R1AP9CEURAVQMJ","B000SKNY96","133385500","Hanes Men's 6 Pack FreshIQ Full Cushion Ankle Socks, White, 10-13 (Shoe Size 6-12)","Apparel","4","0","0","Y","Could be thicker","Not as cushioned as I had hoped but they fit fine.","2015-08-31","US","2015"
"31350905","R19G4LKN74H70X","B003AIKE8M","578078179","Bravado Men's Rolling Stone T-Shirt","Apparel","4","0","0","Y","Four Stars","All's well","2015-08-31","US","2015"
"2765876","R3LFQHKWLLYYUK","B003CI55WK","614673291","Glitter Sequin Trim Cowboy Hat for Ladies","Apparel","5","3","3","Y","5 stars because customer service was excellent, problems w shipping and notified company who swiftly ...","5 stars because customer service was excellent, problems w shipping and notified company who swiftly credited my account. Will definitely buy again. Hat looks as expected was damaged on arrival by USPS, but as stated company fixed by crediting account. Hat itself would have been perfect, fit was good looked just like pic.","2015-08-31","US","2015"
"6547166","R1N27V4Y73PPFR","B003O86FMW","245449872","Catching Fire (Hunger Games Trilogy, Book 2)","Digital_Ebook_Purchase","5","0","0","Y","Five Stars","I liked all the books in the series.","2015-08-31","US","2015"
"43179321","R3L0O6L0IJC2OY","B005HF0GKC","392187356","Medium Season 1","Digital_Video_Download","5","0","0","Y","Five Stars","Love that this show includes the family dynamic and how gifts can be passed on our kids.","2015-08-31","US","2015"
"34145327","R24S7NNI6E4VO7","B004ZMWUCU","52387917","The Misremembered Man","Digital_Ebook_Purchase","5","0","0","Y","Wonderful book! Very descriptive and we'll written","Wonderful book!  Very descriptive and well written.","2015-08-31","US","2015"
"4493053","R110R9AIULG32E","B00I6IKSZ0","918624977","Pixel Gun 3D (Pocket Edition) - multiplayer shooter with skin creator","Mobile_Apps","2","0","0","Y","horrible","It does not  let Me play battle","2015-08-31","US","2015"
"11286427","RGX13DZV6JE3U","B00E8KLWB4","488246640","The Secret Society® - Hidden Mystery","Mobile_Apps","4","0","0","Y","hidden pic","A great game but having to touch the winnings during the game is annoying.","2015-08-31","US","2015"
"36668626","R1MHX18KK3VV9D","B00C1S945G","680311115","Star Trek: The Next Generation Season 2","Digital_Video_Download","4","0","0","Y","Four Stars","I love TBG but second season isn't the prime yet, still, very good.","2015-08-31","US","2015"
"25495764","R1TT69QWRKUOWR","B00DZ83IPS","224529197","Erased","Digital_Video_Download","5","0","0","Y","Five Stars","Great movie worth watching.","2015-08-31","US","2015"
"210896","R1MTED1WBJ1NTA","B00F14IM5K","447585788","Monster High Ghoul Spirit Slo Mo Doll","Toys","5","0","0","Y","Five Stars","nice and good price","2015-08-31","US","2015"
"45946560","R217CQPJCP1TFF","B00J0LH16Q","546767502","35th Anniversary Toto Live in Poland","Video DVD","5","0","0","Y","Five Stars","excellent","2015-08-31","US","2015"
"31831671","R2SGXVXY2XNXE","B002CIMKHO","301265489","Gran Torino","Digital_Video_Download","5","0","0","Y","Five Stars","Clint still remains a Bad Ass","2015-08-31","US","2015"
"29919922","R1AQ4YP85S56R8","B00BATG18K","506590385","The Valley of Amazement","Digital_Ebook_Purchase","5","0","0","Y","Another great book by Amy Tan!","I was first introduced to this author a number of years ago in an ethnic literature class in Graduate School, and I've read everything I have found by her since! She never disappoints and &#34;The Valley of Amazement&#34; is no exception.","2015-08-31","US","2015"
"50705429","R1XF6DJO7QJYTM","B0136J8MOC","809696791","Bolero","Digital_Video_Download","1","0","0","Y","One Star","terrible","2015-08-31","US","2015"
"6547166","ROHGIXOZAYFPL","B002MQYOFW","245449872","The Hunger Games (Hunger Games Trilogy, Book 1)","Digital_Ebook_Purchase","5","0","0","Y","Five Stars","I liked the whole series.","2015-08-31","US","2015"
"52899633","R1TRZOQPDVAYWF","B000V39KDO","84818603","300","Digital_Video_Download","3","0","0","Y","Would have rated higher but for the obvious introduction of ...","Would have rated higher but for the obvious introduction of feminist agenda dialogue. I assure you Leonidas was not motivated by his wife to take heroic measures. Such is a projection of contemporary feminism onto the past.","2015-08-31","US","2015"
"41569854","RRRIDNCGV3UEX","0307155102","458722247","Richard Scarry's Best Word Book Ever (Giant Golden Book)","Books","5","0","0","Y","Five Stars","our 2nd copy of this book. it's great","2015-08-31","US","2015"
"47773620","R2HHKFDGMS8HIQ","B001KYH74W","120787425","Round Wire Rim Glasses Costume Accessory","Apparel","5","0","0","Y","These glasses were purchased for an upcoming Halloween party and ...","These glasses were purchased for an upcoming Halloween party and will be worn by my sister to complete her costume.","2015-08-31","US","2015"
"16865434","R230WUOJOHB6R3","B00R3DOCJM","100047036","Hobbit, The: The Battle of the Five Armies (Special Edition) (DVD)","Video DVD","5","0","2","Y","Five Stars","Great find","2015-08-31","US","2015"
"37491815","R3KF8JF3W2DQI2","B005LAIHR2","877921727","Rock of Ages","Video DVD","1","0","1","N","Well I thought this was going to be a great movie because I love music","Well I thought this was going to be a great movie because I love music. But this movie is terrible It's never ending, the dialogue stinks, the casting is okay but why have a movie with a great soundtrack with a terrible movie. I only saw this once and believe me It was a pity to this thing they still call Hollywood Blockbusters.","2015-08-31","US","2015"
"23660898","RG3WF4HCFITKJ","B008IBPMZG","682981764","Downton Abbey Season 2","Digital_Video_Download","5","0","0","Y","Five Stars","Love it! Love it!","2015-08-31","US","2015"
"625284","R2NEG1V73PS9CJ","B000Y7U98C","696690178","Sunshine","Video DVD","5","0","0","Y","MY FAVORITE MOVIE TO DATE!","A spectacular thriller ride of heart, spirit, horror, and an adventure for your mind and your eyes! It's an amazing Sci-Fi movie that I believe is Extremely underrated for what it is! I watched it twice in a row when I first got it!","2015-08-31","US","2015"
"194830","RPFB0TLZHAJSF","B007SYWFRM","519073536","Ice Age Village","Mobile_Apps","5","0","0","Y","Very addictive yet good for you","If you love city building games and animals then look no further.","2015-08-31","US","2015"
"21346047","R7FMOYF7AWGRY","B004U7MQYC","568417363","Highlander - Endgame","Video DVD","5","0","0","Y","Five Stars","Love it!","2015-08-31","US","2015"
"52098876","RS24DORJ0DQVM","B0071XO8RA","721926847","Wool Omnibus Edition [Kindle in Motion] (Silo series Book 1)","Digital_Ebook_Purchase","5","0","0","Y","So interesting...","Not my normal genre to read but I had heard so much about the series. Very thought provoking about what to do if the world suddenly goes all to hell. Also what not to do. The truth will set you free. Yes it does","2015-08-31","US","2015"
"30980723","R1L9N5XA6GAVW9","B00PSLQYWE","156264553","Downton Abbey Season 5","Digital_Video_Download","5","0","0","Y","Five Stars","Awesome!","2015-08-31","US","2015"
"46658618","R3IV675NXVKH4D","B006885LZM","224139336","The Pacific Season 1","Digital_Video_Download","5","0","0","Y","Five Stars","great action and actors","2015-08-31","US","2015"
"12086592","R12W4FYFPDNB7","B004GJDQT8","36653526","Amazon Underground","Mobile_Apps","1","1","1","Y","Bad amazon","Amazon sucks!!! Will not be using app anymore...See ya...","2015-08-31","US","2015"
"3654238","R3BLMFDO9NGC1Q","B009UX2YAC","879319057","Subway Surfers","Mobile_Apps","5","0","0","Y","AWSOME","Awsom i luv it  modern day temple run but way better","2015-08-31","US","2015"
"50860070","RPTAPHU7JFAYD","1476746583","615885076","All the Light We Cannot See","Books","3","1","1","N","Great premise, but very slow with an absurd number of metaphors.  Reader in audio version had an awful French accent.","The author and this book had such brilliant potential, but the execution (of the book and audio version) left a lot to be desired.  I am all for eloquent prose (versus just story and dialog), but this author got carried away with metaphors.  It was as if he couldn't describe something without a flowery comparison.  It got tiring and silly.  The story dragged on and on...instead of abandoning the book, I created my own abridged version of the story by forwarding the audio.  Speaking of audio, the narrator spoke French with such an American accent that it hurt my ears.  Note to authors, if you have many foreign words, please find a reader who has command of the language and an ear for the accent.","2015-08-31","US","2015"
"53085567","R3RETYXN9H3WFF","B00688628M","755132112","Band of Brothers Season 1","Digital_Video_Download","5","0","0","Y","Five Stars","Great mini-series","2015-08-31","US","2015"
"47488899","RJ2TGN0997ZMH","B00445YMME","168141289","Modern Family Season 2","Digital_Video_Download","5","0","0","Y","The while family love it. It's a good family entertainment","The while family love it. It's a good family entertainment. I rarely watch TV but this one has me hooked. Hilarious !!!","2015-08-31","US","2015"
"11283457","RGPQWH52YYHZC","1409303187","341980389","Peppa Pig: Little Library","Books","5","0","0","Y","Small Sizze Good for Little Hands","This little bookset went to Europe with my granddaughter.  She loved the small size of the books and they were easy for mom and dad to carry.  Great purchase!","2015-08-31","US","2015"
"8299374","R1H73V4HRW0X5H","B0088W4YTK","142659384","Stargate Atlantis Season 3","Digital_Video_Download","5","0","0","Y","Five Stars","Love the show.  On the last 2 episodes of this season.","2015-08-31","US","2015"
"12396873","RKKYK7F16VN4X","B004SJ3AXI","69013933","Angry Birds Seasons Free","Mobile_Apps","3","0","0","Y","Three Stars","Love it.","2015-08-31","US","2015"
"41357127","R2P905OF7KNMEM","B001HC8516","794170346","He's Just Not That Into You: The No-Excuses Truth to Understanding Guys","Digital_Ebook_Purchase","5","0","0","Y","Funny. Practical","Funny.  Practical.","2015-08-31","US","2015"
"45346688","R3RJ0BEK5LKH22","B006G3JPWO","684806676","Hocus Pocus","Digital_Video_Download","4","0","0","Y","Four Stars","HD resolution could have been better.","2015-08-31","US","2015"
"16140489","R1E05SSF5JOY5V","B009NX5FZU","622434767","48 Hrs.","Digital_Video_Download","5","0","0","Y","Always been a classic! Not very politically correct for ...","Always been a classic!  Not very politically correct for the current day, however, so viewer beware.","2015-08-31","US","2015"
"14419726","RUGLM6NUG3BDC","B000FC12YQ","121809515","The Murder of Roger Ackroyd: A Hercule Poirot Mystery (Hercule Poirot series Book 4)","Digital_Ebook_Purchase","4","0","0","N","Poirot is my favorite","Vintage Christie, Poirot is my favorite","2015-08-31","US","2015"
"31652577","RWF9ZO5Z3ZMT4","B00MILGKPI","600191340","Teenage Mutant Ninja Turtles","Digital_Video_Download","5","0","0","Y","Five Stars","My son likes it a lot","2015-08-31","US","2015"
"25898652","R1NRZFT6RM3LIQ","B00PSLQYWE","156264553","Downton Abbey Season 5","Digital_Video_Download","5","0","0","Y","I'll miss Downton","So sad I've finished the series. I stayed up late nightly to see it. The way the final episode ended has left me hopefull that perhaps in time the new Downton will be back.","2015-08-31","US","2015"
